url,question,answer
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What is the focus person in Source Linker?,The central figure in Source Linker to which all other individuals are related. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,How can you identify the focus person?,"They appear under a blue bar at the top of the columns and as a link. Can you change the focus person? Yes, by clicking Change Person in the blue bar. "
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,Why might you want to change the focus person?,To reorder relationships and see if the source can be attached to more people.
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What was the previous experience like when clicking the record or person link in Source Linker?,"It took you to a new page, which was less than ideal because you had to leave Source Linker. "
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,How has the experience been improved?,"A new viewing panel now appears to the right of the Source Linker columns, eliminating the need to leave Source Linker. When does the new viewing panel open? It opens whenever you click the View Record button or the name of a person in the right column of Source Linker. Where does the new viewing panel appear? To the right of the Source Linker columns. "
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What action triggers the new viewing panel to open?,Clicking the View Record button or the name of a person.
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,Why is a clearly worded reason statement important?,It helps other users understand why you modified the Tree and makes them less likely to undo or change your work. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,How long should a reason statement be?,It does not need to be long or complicated; short and clear is fine. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What should a reason statement include?,It should be clear and specific.
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What is the source box used for?,It lets you reuse sources instead of retyping them each time. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,How do you view your source box?,Click your name in the upper right corner and select Source Box from the drop-down menu. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What is the storage capacity of the source box?,"More than 10,000 sources. "
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,How many folders can you organize your sources into?,Up to 200 folders. Can you add sources of your own into Family Tree? Yes. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What can you do from the View page of individual sources?,Print sources directly. Where can you find more details on managing your source box? In the related articles linked in the section.
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What should you do if names in the left column of Source Linker are not aligned correctly with names in the right column?,You can rearrange them by dragging and dropping them with your mouse. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What indicates that a name can be moved in Source Linker?,The drag-and-drop icon appears when you hover over the name. 
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What are the steps to move a name in Source Linker?,"Click and hold the mouse button down, drag the name to the appropriate location, and release the mouse button. "
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What should you do if you cannot find a matching name but are confident it’s a family member?,See Adding people to the Family Tree through Source Linker.
https://www.familysearch.org/en/help/helpcenter/article/how-do-i-handle-unfinished-attachments-in-family-tree,What are record hints in Family Tree?,They are historical records that Family Tree finds for you about your ancestors. 
